,X,Y,Z,Velocity
0,0.0,0.0,0.0,2.0
1,0.2991405129432678,0.8084362745285034,0.11933469772338867,0.060626860707998276
2,0.30820539593696594,0.8361790180206299,0.09849466383457184,0.060626860707998276
3,0.3172702491283417,0.8634731769561768,0.07498998939990997,0.060626860707998276
4,0.3263351023197174,0.8898853659629822,0.05341331288218498,0.060626860707998276
5,0.3049090802669525,0.9267355799674988,0.014131128787994385,0.060626860707998276
6,0.46972477436065674,0.8700578212738037,0.16285376250743866,0.060626860707998276
7,0.5142250061035156,0.8865773677825928,0.08522134274244308,0.060626860707998276
8,0.49444711208343506,0.9317407608032227,-0.00525028957054019,0.060626860707998276
9,0.5068082809448242,0.9540247917175293,-0.04422831907868385,0.060626860707998276
10,0.10136166214942932,0.5077548623085022,0.9491496086120605,0.060626860707998276
11,0.5191695094108582,0.974677324295044,-0.08461537212133408,0.060626860707998276
12,0.10383389890193939,0.5117163062095642,0.9767587184906006,0.060626860707998276
13,0.49609529972076416,1.0118303298950195,-0.12605826556682587,0.060626860707998276
14,0.07087075710296631,0.10517503321170807,-1.1268174648284912,0.060626860707998276
15,0.47137296199798584,1.0472991466522217,-0.16514907777309418,0.060626860707998276
16,0.03625945746898651,0.7362688183784485,-0.8960444927215576,0.060626860707998276
17,0.3263351321220398,0.8007744550704956,0.09777899086475372,-0.060626860707998276
18,0.3362240791320801,0.8291482925415039,0.057909730821847916,-0.060626860707998276
19,0.346112996339798,0.8544801473617554,0.04403818026185036,-0.060626860707998276
20,0.35600194334983826,0.8800551891326904,0.0030217375606298447,-0.060626860707998276
21,0.36589089035987854,0.9041149616241455,-0.02661008946597576,-0.060626860707998276
22,0.37577980756759644,0.9274018406867981,-0.05365322157740593,-0.060626860707998276
23,0.5142250061035156,0.8900508880615234,0.033038340508937836,-0.060626860707998276
24,0.5274102687835693,0.9102001786231995,-0.07759096473455429,-0.060626860707998276
25,0.540595531463623,0.9290823936462402,-0.11634670197963715,-0.060626860707998276
26,0.13514888286590576,0.5845464468002319,0.899452269077301,-0.060626860707998276
27,0.5191695094108582,0.9569726586341858,-0.20336924493312836,-0.060626860707998276
28,0.0692225992679596,0.5912573337554932,0.9339784383773804,-0.060626860707998276
29,0.5669660568237305,0.9654672741889954,-0.17951177060604095,-0.060626860707998276
30,0.07087075710296631,0.4382701516151428,-1.0434072017669678,-0.060626860707998276
31,0.3263351321220398,0.8056035041809082,-0.0424661859869957,0.060626860707998276
32,0.3362240791320801,0.830913245677948,-0.02058219350874424,0.060626860707998276
33,0.346112996339798,0.855613112449646,-0.0013538605999201536,0.060626860707998276
34,0.3263351023197174,0.8909125924110413,0.031995441764593124,0.060626860707998276
35,0.3049090802669525,0.9213637709617615,0.10063472390174866,0.060626860707998276
36,0.5793272256851196,0.7424545288085938,-0.2552436292171478,0.060626860707998276
37,0.5323547124862671,0.8480340242385864,-0.039999403059482574,0.060626860707998276
38,0.4820859432220459,0.908428966999054,-0.007705925963819027,0.060626860707998276
39,0.46148398518562317,0.9482890367507935,0.0206591859459877,0.060626860707998276
40,0.5068082809448242,0.9544259309768677,-0.03450514376163483,0.060626860707998276
41,0.9641719460487366,3.2885115146636963,-0.09160799533128738,-0.12125372141599655
42,1.079542875289917,3.2805135250091553,-0.08152908086776733,-0.12125372141599655
43,1.087783694267273,3.3043737411499023,-0.12066750973463058,-0.12125372141599655
44,1.096024513244629,3.3198394775390625,-0.27999573945999146,-0.12125372141599655
45,0.2991405129432678,0.7980042695999146,-0.1760656237602234,-0.060626860707998276
46,0.3362240791320801,0.8200854659080505,-0.13527828454971313,-0.060626860707998276
47,0.3172702491283417,0.8598557114601135,-0.10889310389757156,-0.060626860707998276
48,0.3263351023197174,0.8904526233673096,-0.04293157160282135,-0.060626860707998276
49,0.3049090802669525,0.9230886697769165,0.08334172517061234,-0.060626860707998276
50,0.6403090357780457,0.6148403286933899,-0.4049490988254547,-0.060626860707998276
51,0.5636696815490723,0.8014772534370422,-0.20993798971176147,-0.060626860707998276
52,0.25051987171173096,0.8783145546913147,0.4122700095176697,-0.060626860707998276
53,0.5142250061035156,0.8822628855705261,-0.12204235047101974,-0.060626860707998276
54,0.49444711208343506,0.9282543659210205,-0.08069860935211182,-0.060626860707998276
55,0.2991405129432678,0.770048975944519,0.273559033870697,0.060626860707998276
56,0.3362240791320801,0.8135653138160706,0.17015275359153748,0.060626860707998276
57,0.346112996339798,0.8491050601005554,0.10533864796161652,0.060626860707998276
58,0.41533559560775757,0.8533782362937927,0.022035520523786545,0.060626860707998276
59,0.42687270045280457,0.8771694302558899,-0.019016366451978683,0.060626860707998276
60,0.46972477436065674,0.8849973082542419,-0.017368808388710022,0.060626860707998276
61,0.44994688034057617,0.9247190952301025,-0.012324818409979343,0.060626860707998276
62,0.46148398518562317,0.9485052227973938,-0.004093820229172707,0.060626860707998276
63,0.4392338693141937,0.9864292144775391,-0.054819002747535706,0.060626860707998276
64,2.0733816623687744,3.2632806301116943,-0.5331200361251831,-0.3031342923641205
65,2.087390899658203,3.2979471683502197,-0.45277872681617737,-0.3031342923641205
66,2.2250120639801025,3.2426087856292725,-0.42590999603271484,-0.3031342923641205
67,2.1154096126556396,3.3403775691986084,-0.4720458984375,-0.3031342923641205
68,2.364281415939331,3.172401189804077,-0.44938918948173523,-0.3031342923641205
69,2.157437562942505,3.440554141998291,0.015836400911211967,-0.2425074428319931
70,2.143428325653076,3.406803846359253,0.27948904037475586,-0.18188057839870453
71,1.1784323453903198,3.212120294570923,-0.21426042914390564,-0.12125372141599655
72,1.079542875289917,3.2791144847869873,-0.1257951408624649,-0.12125372141599655
73,1.1965620517730713,3.260721206665039,-0.229470357298851,-0.12125372141599655
74,0.986422061920166,3.3656551837921143,0.018416203558444977,-0.12125372141599655
75,1.2056269645690918,3.2769272327423096,-0.3304751217365265,-0.12125372141599655
76,2.087390899658203,3.328145980834961,-0.07005780935287476,-0.12125372141599655
77,1.9777885675430298,3.4255359172821045,-0.025433065369725227,-0.12125372141599655
78,2.1154096126556396,3.370305299758911,-0.14829401671886444,-0.12125372141599655
79,2.1294188499450684,3.3955490589141846,-0.04932912811636925,-0.12125372141599655
80,0.3263351321220398,0.6307286024093628,0.5029730200767517,-0.060626860707998276
81,0.30820539593696594,0.7748966813087463,0.32928961515426636,-0.060626860707998276
82,0.3749557435512543,0.8382291197776794,0.09300573170185089,-0.060626860707998276
