,X,Y,Z,Velocity,label
0,0.0,1.0,2.0,0,1.0
1,-0.806179575920105,1.3431857109069825,0.0033008087053894948,0,1.0
2,0.6950587593019009,1.6317342072725296,0.1463615347747691,0,1.0
3,-0.7913791275024414,1.3386596250534057,0.0990243516862392,0,1.0
4,0.5909467418988545,1.7523267308870951,0.28284957526872556,0,1.0
5,-0.7814414604850437,1.328953540843466,0.18843931267442907,0,1.0
6,0.6909188361003481,1.7706173740584275,0.10430772385784776,0,1.0
7,-0.768752932548523,1.336635486646132,0.17867461397227913,0,1.0
8,0.6735257399387848,1.827997589722658,0.1454655310998742,0,1.0
9,-0.774280675819942,1.3484703983579363,0.019173155754937634,0,1.0
10,-0.837746213122112,1.354891003631964,0.23064502964659436,0,1.0
11,0.6953245151042938,1.842471628189087,0.22861469762865455,0,1.0
12,-0.7814943075180054,1.352479913830757,0.21172209391370417,0,1.0
13,0.6941213607788086,1.8547420024871826,0.2642276555299759,0,1.0
14,-0.7618453723412973,1.3458757003148396,0.15690594283794912,0,1.0
15,-0.7935876488685608,1.2827195048332214,0.7132583916187286,0,1.0
16,0.7409899312516918,1.830702278925025,0.264370863204417,0,1.0
17,-0.7432894387415477,1.3242314841066087,0.30402766953089405,0,1.0
18,2.3966477193641114e-34,0.008091517857142858,1.800225665568817e-25,0,1.0
